Error (16)=0.000000
Error (32)=1.292441
Error (64)=1.290852
Error (128)=1.290035
Error (256)=1.289622
Error (512)=1.289413
Error (1024)=1.289309
Error (2048)=1.289257
Error (4096)=1.289230
Error (8192)=1.289217
Error (16384)=1.289211
Error (32768)=1.289208
Error (65536)=1.289206
